filename,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,label,label_id
0014-2e0a80d8-4d97-4d79-b240-148b3664681a_jpg.rf.3a6a224118a480f92f7afbdfb3fee1d8.jpg,0.354854553937912,0.3771161437034607,-2.079068224247749e-07,0.3813284337520599,0.3609726727008819,0.0004687922191806,0.3999490439891815,0.3355705142021179,-0.0008746094536036,0.4128031730651855,0.3132052421569824,-0.005721082445234,0.4268319010734558,0.2958315312862396,-0.0091441329568624,0.3834515511989593,0.2978349924087524,0.0117170978337526,0.3941543996334076,0.2666155993938446,0.001062819501385,0.4048943221569061,0.2840829789638519,-0.008166586048901,0.4022222459316253,0.301492840051651,-0.0123086171224713,0.3755392730236053,0.2949269711971283,0.0058462521992623,0.3872926533222198,0.2618336379528045,-0.0023899250663816,0.3984149098396301,0.2820430994033813,-0.008850977756083,0.3948922455310821,0.3013807535171509,-0.0116314832121133,0.3649332821369171,0.293687492609024,-0.0019712701905518,0.3770881295204162,0.2633311748504638,-0.0101556368172168,0.3896398246288299,0.2822732329368591,-0.0104141067713499,0.3886658251285553,0.3021398782730102,-0.0082272728905081,0.3518334925174713,0.2948067486286163,-0.0102571593597531,0.3642585277557373,0.2695444226264953,-0.0160769503563642,0.3787057101726532,0.27970090508461,-0.0141180092468857,0.3822847604751587,0.2956266105175018,-0.0109519502148032,bye,0
0010-8ff274ae-29a0-48fb-a6e0-10500b02f9e5_jpg.rf.5814b2f326b08cf68b50bdc43f60cb30.jpg,0.4894021153450012,0.6587823629379272,2.008355437510545e-07,0.483479768037796,0.6122519373893738,-0.0086527373641729,0.4945413768291473,0.5705832242965698,-0.0169548019766807,0.5039742588996887,0.5388149619102478,-0.0248746387660503,0.5051319599151611,0.5127451419830322,-0.0332221612334251,0.5496863722801208,0.5819072723388672,-0.0157277435064315,0.584790825843811,0.5566615462303162,-0.027535606175661,0.6086105704307556,0.5410884618759155,-0.0369987487792968,0.627744197845459,0.5293595790863037,-0.0434167459607124,0.5625209212303162,0.6016274094581604,-0.0200049132108688,0.6002980470657349,0.5753664970397949,-0.0290472451597452,0.6261361241340637,0.5590488910675049,-0.0362266078591346,0.6478109955787659,0.547119677066803,-0.0416352935135364,0.5693665742874146,0.6245760917663574,-0.0250645671039819,0.6061689853668213,0.5990470051765442,-0.0340006537735462,0.6283794045448303,0.5843933820724487,-0.0385873056948185,0.6459169983863831,0.5737274289131165,-0.0415414273738861,0.5721715688705444,0.6496572494506836,-0.0307887326925992,0.6013801693916321,0.632760763168335,-0.0386375524103641,0.6197047233581543,0.6217008829116821,-0.0399071797728538,0.6356985569000244,0.6132746934890747,-0.039993368089199,please,3
0020-7ebab096-5a89-4cb6-8d48-0ad7c7025815_jpg.rf.36d70021f01622d21fd6ef117bc2487b.jpg,0.4212523698806762,0.4102847576141357,-2.26459846430771e-07,0.4394715428352356,0.4113286137580871,-0.0070806955918669,0.4537120759487152,0.4152792692184448,-0.0167995505034923,0.4583066999912262,0.4174072742462158,-0.0270501896739006,0.4553973972797394,0.4188240468502044,-0.0370401069521904,0.4541391134262085,0.3564576208591461,-0.0125323170796036,0.4622909724712372,0.3845028579235077,-0.026125181466341,0.4572442770004272,0.4027827084064483,-0.0363771058619022,0.4532517492771148,0.4127765893936157,-0.0419088155031204,0.4398341774940491,0.354142963886261,-0.0148875508457422,0.4467649757862091,0.3933695554733276,-0.0245562493801116,0.4421243965625763,0.4139878749847412,-0.0287100337445735,0.4395041763782501,0.4243864417076111,-0.0308689977973699,0.4252848625183105,0.3592982590198517,-0.0179230161011219,0.4332348108291626,0.397783488035202,-0.0267637111246585,0.4321153461933136,0.4149695336818695,-0.0265993606299161,0.4310112297534942,0.4236223399639129,-0.0246272310614585,0.4120775163173675,0.3676021695137024,-0.02189851552248,0.4186717569828033,0.3963255882263183,-0.0253933109343051,0.4204605519771576,0.4092333316802978,-0.0227813143283128,0.4209636747837066,0.4146266281604767,-0.0192832127213478,yes,6
0005-ee442e2a-bd99-4ecf-87eb-e83c92111940_jpg.rf.4c570a281b5311eda118678acd2d6b7d.jpg,0.3464729785919189,0.296077162027359,1.623496643787803e-07,0.3687577247619629,0.2983213663101196,-0.002166504273191,0.3874441385269165,0.2846815586090088,-0.0021927764173597,0.3997296094894409,0.2756411433219909,-0.0034575622994452,0.4115694165229797,0.2667547166347503,-0.0042480756528675,0.3791213631629944,0.2387905567884445,0.0085656903684139,0.3999157249927521,0.2211635261774063,0.0047378404997289,0.4160960018634796,0.2079618871212005,-0.0008500806288793,0.4283930659294128,0.1972933858633041,-0.0049079712480306,0.3765182495117187,0.2349994778633117,0.0054093925282359,0.3990373015403747,0.2176046967506408,0.0030012137722223,0.41597980260849,0.2058922946453094,-0.0016791296657174,0.430441677570343,0.1953780949115753,-0.0054164328612387,0.3771629333496094,0.2342291176319122,0.000903489999473,0.3988601267337799,0.2173286378383636,-0.0015330327441915,0.415226548910141,0.2057614475488662,-0.0031872633844614,0.4280728995800018,0.1956359595060348,-0.0042903814464807,0.3800107836723327,0.2361509054899215,-0.0045598046854138,0.3981493711471557,0.2195554226636886,-0.0056195887736976,0.4109571576118469,0.2093839347362518,-0.0043672672472894,0.4213939309120178,0.2017216980457306,-0.0033785798586905,hello,1
0014-ee2789d5-86f3-405e-9231-e6386c72e720_jpg.rf.09ffc7e8223de3fe1cc4c788c4fdc1f1.jpg,0.4511617720127105,0.5509225726127625,3.669905481729074e-07,0.4148997366428375,0.5186743140220642,-0.0110765574499964,0.393229603767395,0.4806443750858307,-0.024136247113347,0.37631756067276,0.4486160278320312,-0.0362296029925346,0.3567498326301574,0.4282291829586029,-0.0491054393351078,0.440773457288742,0.4407143592834472,-0.0285972766578197,0.4572571516036987,0.3836342692375183,-0.0452309772372245,0.4681482017040252,0.3492861986160278,-0.0560402236878871,0.4774277210235595,0.3231217265129089,-0.0621154494583606,0.4662691652774811,0.4467204511165619,-0.0331416614353656,0.4817440211772918,0.3829810321331024,-0.0464837029576301,0.4913243055343628,0.3427311182022095,-0.0544598884880542,0.4989735782146454,0.3119787573814392,-0.0596772767603397,0.4884135723114013,0.4582291543483734,-0.0380583517253398,0.5032050609588623,0.396409273147583,-0.0491578429937362,0.5125440955162048,0.3572140634059906,-0.0557543560862541,0.5194442272186279,0.327914148569107,-0.0599219724535942,0.507768452167511,0.472957581281662,-0.0435369051992893,0.5212634205818176,0.4264576435089111,-0.0532366596162319,0.5280246138572693,0.3958663046360016,-0.0565550066530704,0.5331391096115112,0.3702177405357361,-0.0578100532293319,thankyou,5
0011-43fb1e8b-dbc9-4335-a465-8a7f9030177b_jpg.rf.56ad84958249caf77be6e874509e0bf9.jpg,0.478630930185318,0.700230598449707,-3.9223141357069846e-07,0.470075786113739,0.6466708779335022,-0.0026464890688657,0.4850571155548095,0.5987385511398315,-0.0046740677207708,0.5026006698608398,0.5667027831077576,-0.0071924058720469,0.5101132988929749,0.5397249460220337,-0.0080299274995923,0.5352851152420044,0.6088800430297852,-0.0025633277837187,0.5455150008201599,0.5803661942481995,-0.0086212931200861,0.5274751782417297,0.5904369950294495,-0.0146044977009296,0.515138566493988,0.605376124382019,-0.0182264149188995,0.5493674874305725,0.6336157321929932,-0.005600897129625,0.5519983172416687,0.6102170348167419,-0.0059803347103297,0.5358002185821533,0.6178396344184875,-0.0072885467670857,0.5273730158805847,0.630793571472168,-0.0098912389948964,0.5560427904129028,0.659649133682251,-0.008992944844067,0.5569629073143005,0.6381286978721619,-0.0102242128923535,0.5422258973121643,0.643038272857666,-0.0062058581970632,0.5316581726074219,0.6547640562057495,-0.0049188397824764,0.5578287243843079,0.684751033782959,-0.0126237142831087,0.5596282482147217,0.6652603149414062,-0.01280312333256,0.5465974807739258,0.6674429774284363,-0.0061199758201837,0.5377724170684814,0.6768397688865662,-0.0011606580810621,sorry,4
0009-8cbaf4ef-d232-4fc0-897b-6df4c36d10a8_jpg.rf.574a2975bc195eff506f5b4a37b76c1a.jpg,0.4249576330184936,0.8911500573158264,1.1601623128854045e-07,0.4256671965122223,0.8433431386947632,-0.0041728815995156,0.4491533935070038,0.8041435480117798,-0.0062473565340042,0.475758820772171,0.7809126377105713,-0.0077395448461174,0.4930150806903839,0.7606211304664612,-0.008862935937941,0.4781814515590668,0.817017674446106,-0.0112221902236342,0.5146120190620422,0.7962324023246765,-0.0185982454568147,0.535337507724762,0.7868623733520508,-0.0225291084498167,0.5504288077354431,0.7807518243789673,-0.0251451302319765,0.4872836172580719,0.8433965444564819,-0.0151456240564584,0.523127555847168,0.8223962783813477,-0.0209492240101099,0.5439737439155579,0.810242235660553,-0.0253267586231231,0.5597700476646423,0.8015908002853394,-0.0286736544221639,0.4899400770664215,0.8710217475891113,-0.0191467758268117,0.5241568088531494,0.8519184589385986,-0.0265055932104587,0.5444064140319824,0.8397047519683838,-0.0300095863640308,0.5604923367500305,0.8299674391746521,-0.0324448123574256,0.4890829622745514,0.899528980255127,-0.0229645371437072,0.5136374831199646,0.8904621601104736,-0.0311428401619195,0.529527485370636,0.8828458786010742,-0.0327658131718635,0.5441939830780029,0.8763253688812256,-0.032996792346239,please,3
0020-5f55a92c-9175-46b4-8d3a-b0f7356189cb_jpg.rf.5436a29f5c37049b3af78434af3a4cd6.jpg,0.4407117962837219,0.7377275824546814,2.014176487818986e-07,0.4465343356132507,0.6876126527786255,-0.0104318102821707,0.468400776386261,0.6451501250267029,-0.0192737933248281,0.4843323528766632,0.6123073101043701,-0.0271397903561592,0.4895008206367492,0.5846927165985107,-0.0351603962481021,0.5186847448348999,0.6754516959190369,-0.0177507698535919,0.5604045391082764,0.6640957593917847,-0.0276432689279317,0.5873016715049744,0.6583897471427917,-0.0351532548666,0.6082183122634888,0.6543201208114624,-0.0404065437614917,0.5266680717468262,0.700807511806488,-0.0203070379793643,0.5719024538993835,0.687818706035614,-0.0271255392581224,0.6002705097198486,0.6804303526878357,-0.0323716290295124,0.623058021068573,0.6756722331047058,-0.0367964655160903,0.527855634689331,0.7265139222145081,-0.0235759299248456,0.5710076689720154,0.7141883969306946,-0.0307014100253582,0.5961391925811768,0.706314742565155,-0.0340922139585018,0.6149969100952148,0.7003445625305176,-0.036551859229803,0.5242238640785217,0.7523737549781799,-0.0276368372142314,0.5582454204559326,0.746330976486206,-0.0340214148163795,0.5792579054832458,0.7415025234222412,-0.0345869027078151,0.5966448783874512,0.7376741170883179,-0.0344464816153049,please,3
0018-05cd35a5-b941-49c1-abcc-d49756fc15a8_jpg.rf.5c05273dd29ad87a0efb313d8858ef6a.jpg,0.4125879406929016,0.8853429555892944,1.3156154921034613e-07,0.4104955792427063,0.8384093642234802,-0.0013582163956016,0.4298480451107025,0.7979170083999634,-0.003345183795318,0.4544552564620971,0.7738757729530334,-0.0046998006291687,0.4711437523365021,0.7566683292388916,-0.0060060345567762,0.4562006294727325,0.8083239793777466,-0.0147640034556388,0.4953407049179077,0.7848793864250183,-0.0215301308780908,0.5170385241508484,0.7743522524833679,-0.0242294799536466,0.5317221283912659,0.7678216695785522,-0.0255875587463378,0.4687404036521911,0.833293616771698,-0.0186488591134548,0.5086144804954529,0.8082166910171509,-0.0227184277027845,0.5311992168426514,0.7947728037834167,-0.024636285379529,0.5461783409118652,0.7860873341560364,-0.026361996307969,0.4750568866729736,0.8593344688415527,-0.0218181312084198,0.5113399624824524,0.8352252244949341,-0.0258416254073381,0.532171368598938,0.8218613862991333,-0.0275093559175729,0.546500027179718,0.8117151856422424,-0.0292033646255731,0.4770901501178741,0.8853106498718262,-0.0245197396725416,0.5033388733863831,0.8718073964118958,-0.0292513538151979,0.517911434173584,0.8619849681854248,-0.0291438698768615,0.5287350416183472,0.8536262512207031,-0.0284922793507576,please,3
0018-8f3c6311-c5bb-471f-a8b4-026feaac49f2_jpg.rf.4decb719f614254d9ba89bfb544f4221.jpg,0.3858397305011749,0.6335749626159668,-8.331782197501526e-08,0.4029715061187744,0.6225128769874573,-0.010414115153253,0.4180675148963928,0.5998961329460144,-0.0181555431336164,0.4293349683284759,0.5828800797462463,-0.0257806200534105,0.4312927722930908,0.5664882659912109,-0.0315292887389659,0.3963980078697204,0.5411325097084045,-0.009585091844201,0.40808966755867,0.5377486944198608,-0.0282330270856618,0.4128599762916565,0.5615931749343872,-0.0394726581871509,0.4108529686927795,0.5750837922096252,-0.0443554818630218,0.3753098249435425,0.5449177026748657,-0.0120953526347875,0.3926009237766266,0.5522751808166504,-0.0277364552021026,0.4006221294403076,0.5799431800842285,-0.0317910835146904,0.4000501334667206,0.5915594100952148,-0.0318850874900817,0.3576840162277221,0.5592662692070007,-0.0171223971992731,0.3783594667911529,0.5731142163276672,-0.0328841097652912,0.3867307901382446,0.5979788303375244,-0.0307497978210449,0.3859363198280334,0.6085044741630554,-0.0262878313660621,0.345023363828659,0.5803002119064331,-0.0232266802340745,0.3625175356864929,0.5958828926086426,-0.0329869575798511,0.3713073432445526,0.6148154735565186,-0.0307372789829969,0.3723132908344269,0.6228790283203125,-0.0266397241503,yes,6
